,CERC DB #,Submitters ID/Field ID,New Field ID,Tissue Type,Mass,Lipid Content,Total_PCB,Total_PCB_DL,PCB 1,PCB1_DL,PCB 2,PCB2_DL,Di-PCB 4/10,Di_PCB_4_10_DL,Di-PCB 7/9,DI_PCB_7_9_DL,Di-PCB 6,Di_PCB_6_DL,Di-PCB 5,Di_PCB_5_DL,Di-PCB 8,DI_PCB_8_DL,PCB 5/8,PCB_5_8_DL,Di-PCB 14,Di_PCB_14_DL,Di-PCB 12,Di_PCB_12_DL,Di-PCB 13,Di_PCB_13_DL,PCB 19,PCB19_DL,PCB 18,PCB18_DL,PCB 17,PCB17_DL,PCB 24/27,PCB24_27_DL,PCB 16,PCB16_DL,PCB 32,PCB32_DL,PCB 34,PCB34_DL,PCB 29,PCB29_DL,PCB 26/25,PCB26_25_DL,PCB 28/31,PCB28_31_DL,PCB 33/20,PCB33_20_DL,PCB 22,PCB22_DL,PCB 54,PCB54_DL,PCB 53,PCB53_DL,PCB 51,PCB51_DL,PCB 45,PCB45_DL,PCB 46,PCB46_DL,PCB 69,PCB69_DL,PCB 73,PCB73_DL,PCB 52,PCB52_DL,PCB 49,PCB49_DL,PCB 49/48/75/47,PCB_49_48_75_47_DL,PCB 48/75/47,PCB_48_75_47_DL,PCB 44/59,PCB_44_55_DL,PCB 42,PCB42_DL,PCB 71/41,PCB71_41_DL,PCB 64,PCB64_DL,PCB 40,PCB40_DL,PCB 63,PCB63_DL,PCB 67,PCB67_DL,PCB 74,PCB74_DL,PCB 70,PCB70_DL,PCB 66,PCB66_DL,PCB 56/60,PCB56_60_DL,PCB 104,PCB104_DL,PCB 103,PCB103_DL,PCB 100,PCB100_DL,PCB 93,PCB93-DL,PCB 95,PCB95_DL,PCB 91,PCB91_DL,PCB 92,PCB92_DL,PCB 84,PCB84_DL,PCB 90,PCB90_DL,PCB 101,PCB101_DL,PCB 99,PCB99_DL,PCB 119,PCB119_DL,PCB 83,PCB83_DL,PCB 97,PCB97_DL,PCB 117,PCB117_DL,PCB 115,PCB115_DL,PCB 87,PCB87_DL,PCB 85,PCB85_DL,PCB 110,PCB110_DL,PCB 82,PCB82_DL,PCB 124,PCB124_DL,PCB 107/123,PCB_107_123_DL,PCB 118,PCB118_DL,PCB 114,PCB114_DL,PCB 122,PCB122_DL,PCB 105,PCB105_DL,PCB 136,PCB136_DL,PCB 154,PCB154_DL,PCB 136/154,PCB_136_154_DL,PCB 151,PCB151_DL,PCB 135/144,PCB_135_144_DL,PCB 147,PCB147_DL,PCB 149,PCB149_DL,PCB 134,PCB134_DL,PCB 131,PCB131_DL,PCB 165,PCB165-DL,PCB 131/165,PCB_131_165_DL,PCB 146,PCB146_DL,PCB 153,PCB153_DL,PCB 132,PCB132_DL,PCB 141,PCB141_DL,PCB 137,PCB137_DL,PCB 130,PCB130_DL,PCB 164/163,PCB_164_163_DL,PCB 138/158,PCB_138_158_DL,PCB 129,PCB129_DL,PCB 128,PCB128_DL,PCB 167,PCB167_DL,PCB 156,PCB156_DL,PCB 157,PCB157_DL,PCB 179,PCB179_DL,PCB 176,PCB176_DL,PCB 178,PCB178_DL,PCB 175,PCB175_DL,PCB 187,PCB187_DL,PCB 175/187,PCB_175_187_DL,PCB 183,PCB183_DL,PCB 185,PCB185_DL,PCB 174,PCB174_DL,PCB 177,PCB177_DL,PCB 171,PCB171_DL,PCB 173,PCB173_DL,PCB 172,PCB172_DL,PCB 193/180,PCB_193_180_DL,PCB 191,PCB191_DL,PCB 190/170,PCB_190_170_DL,PCB 189,PCB189_DL,PCB 202,PCB202_DL,PCB 201,PCB201_DL,PCB 197,PCB197_DL,PCB 200,PCB200_DL,PCB 199,PCB199_DL,PCB 203/196,PCB203_196_DL,PCB 195,PCB195_DL,PCB 194,PCB194_DL,PCB 205,PCB205_DL,PCB 208,PCB208_DL,PCB 207,PCB207_DL,PCB 206,PCB206_DL,PCB  209,PCB209_DL,TOTAL PCBs,Total_PCB_DL,Pentachlorobenzene,Pentachlorobenzene_DL,Hexachlorobenzene,Hexachlorobenzene_DL,Heptachlor,Heptachlor_DL,Octachlorostyrene,Octachlorostyrene_DL,"o,p'-DDE","o,p'-DDE_DL","p,p'-DDE","p,p'-DDE_DL","o,p'-DDT","o,p'-DDT_DL",Mirex,Mirex_DL,Galaxolide,Galaxolide_DL,Tonalide,Tonalide_DL,Bromacil,Bromacil_DL,Carbazole,Carbazole_DL,Chlorpyrifos,Chlorpyrifos_DL,Diazinon,Diazinon_DL,Dichlorvos,Dichlorvos_DL,Metalaxyl,Metalaxyl_DL,Prometon,Prometon_DL,Diethyl phthalate,Diethyl_phthalate_DL,Diethylhexylphthalate (DEHP),Diethylhexylphthalate_(DEHP)_DL,Tributyl phosphate (TBP),Tributyl phosphate_(TBP)_DL,Tris(2-chloroethyl)phosphate (TCEP),Tris(2-chloroethyl)phosphate_(TCEP)_DL,"Tris(1,3-dichloro-2-propyl)phosphate (TDCPP)","Tris(1,3-dichloro-2-propyl)phosphate_(TDCPP)_DL",Triphenyl phosphate (TPP),Triphenyl phosphate_(TPP)_DL,1-methyl naphthalene,1-methyl_naphthalene_DL,"2,6-dimethyl naphthalene","2,6-dimethyl_naphthalene_DL",2-methyl naphthalene,2-methyl_naphthalene_DL,Anthracene,Anthracene_DL,Benzo[a]pyrene,Benzo[a]pyrene_DL,Fluoranthene,Fluoranthene_DL,Naphthalene,Naphthalene_DL,Phenanthrene,Phenanthrene_DL,Pyrene,Pyrene_DL,Acetophenone,Acetophenone_DL,Anthraquinone,Anthraquinone_DL,Benzophenone,Benzophenone_DL,Caffeine,Caffeine_DL,Camphor,Camphor_DL,Cotinine,Cotinine_DL,Ethyl citrate,Ethyl_citrate_DL,Indole,Indole_DL,Isophorone,Isophorone_DL,Menthol,Menthol_DL,Methyl salicylate,Methyl_salicylate_DL,Methyl Triclosan,Methyl_Triclosan_DL,"N,N-diethyltoluamide (DEET)","N,N-diethyltoluamide_(DEET)_DL",p-Octylphenol,p-Octylphenol_DL,Celestolide,Celestolide_DL,Phantolide,Phantolide_DL,Traseolide,Traseolide_DL,"1,4-dichlorobenzene","1,4-dichlorobenzene_DL",d-limonene,d-limonene_DL,triethyl citrate,triethyl_citrate_DL
1,59689,SB3-169,POT,Ovary,2.42,0.0595,102.58,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,NA,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,2.2,0.08,NA,0.65,NA,0.13,NA,0.73,1.3,0.06,0.31,0.06,0.09,0.07,2.9,0.14,17,0,6.4,0.08,2.8,0,NA,0.06,0.42,0.06,0.21,0.06,0.52,0.07,NA,0.07,NA,0.08,NA,0.07,4.6,0,NA,0.7,5.7,0,NA,0.07,2.1,1.5,0.9,0.08,1.6,0.15,2.2,0,0.28,0.09,0.28,0.08,0.28,0.07,2.5,0.75,4.2,0,4.1,0,4,0,NA,0.07,NA,0.08,NA,0.07,0.1,0.07,0.92,0,0.26,0,NA,0.75,NA,0.75,NA,0.55,1.8,0,1.2,0,NA,0.07,NA,0.08,0.81,0.75,NA,0.65,NA,0.75,0.86,0.75,1.21,0,1.6,0,NA,0.75,NA,0.75,NA,0.75,2.86,0,NA,0.75,NA,0.06,1.45,0,0.11,0,NA,0,NA,0,0.37,0,0.29,0,0.08,0.07,1.33,0,0.08,0.08,0.11,0.05,NA,0.06,NA,0,0.65,0.06,4.2,0,NA,0.5,0.52,0,0.22,0,0.24,0,0.99,0,3.13,0,NA,0.75,0.79,0,0.25,0,0.3,0,NA,0.74,0.11,0,NA,0.06,0.17,0,NA,0.08,1.27,0,NA,0,0.41,0,NA,0.07,0.38,0,0.31,0,0.18,0,NA,0.06,0.16,0,1.9,0,0.08,0.06,0.92,0,NA,0.07,0.12,0,NA,0.07,NA,0.07,NA,0.06,0.59,0,0.54,0,NA,0.75,0.47,0,NA,0.06,0.2,0,NA,0,0.4,0,0.75,0,102,0,NA,0.33,NA,0.33,NA,0.48,NA,5.7,NA,0.31,9.76,0,NA,0.32,NA,0.41,NA,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,6.3,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,101,4,NA,6.4,NA,2.7,1125,5.2,32,2.8,NA,3,NA,0,NA,5.8,12.8,4.8,NA,0,6.8,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,NA,5.7,7.3,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,17,2.1
2,59690,SB3-171,POT,Ovary,2.49,0.1173,69.96,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,NA,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,NA,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,0.19,0.14,2.1,0,0.68,0.08,0.23,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,1.9,0,NA,0.7,2.1,0,NA,0.07,NA,1.5,0.26,0.08,NA,0.15,1.1,0,0.17,0.09,0.08,0.08,0.18,0.07,1.6,0.75,2.1,0,2.6,0,2,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,1.1,0,0.33,0,NA,0.75,NA,0.75,NA,0.55,2.4,0,1.8,0,NA,0.07,0.19,0.08,0.98,0.75,NA,0.65,0.83,0.75,0.93,0.75,1.5,0,2.17,0,NA,0.75,NA,0.75,NA,0.75,3.52,0,NA,0.75,NA,0.06,1.91,0,0.19,0,NA,0,NA,0,0.56,0,0.46,0,0.11,0.07,2.12,0,0.13,0.08,0.18,0.05,NA,0.06,NA,0,1.01,0.06,5.9,0,NA,0.5,0.82,0,0.33,0,0.39,0,1.6,0,4.74,0,NA,0.75,1.17,0,0.37,0,0.42,0,NA,0.74,0.23,0,0.08,0.06,0.35,0,NA,0.08,1.98,0,NA,0,0.72,0,0.11,0.07,0.75,0,0.59,0,0.3,0,NA,0.06,0.27,0,3,0,0.12,0.06,1.6,0,0.08,0.07,0.19,0,0.08,0.07,NA,0.07,NA,0.06,0.97,0,0.84,0,NA,0.75,0.69,0,NA,0.06,0.25,0,NA,0,0.58,0,0.73,0,70,0,NA,0.33,0.66,0.33,NA,0.48,NA,5.7,NA,0.31,7.89,0,NA,0.32,NA,0.41,6.4,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,14,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,692,4,NA,6.4,NA,2.7,911,5.2,NA,2.8,NA,3,NA,0,10,5.8,10,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,7.6,5.7,NA,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,NA,2.1
3,59691,SB3-173,POT,Ovary,2.53,0.1233,27.083,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,0.03,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,NA,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,NA,0.14,0.65,0,0.11,0.08,0.103,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,0.44,0,NA,0.7,0.37,0,NA,0.07,NA,1.5,NA,0.08,NA,0.15,0.19,0,NA,0.09,NA,0.08,NA,0.07,NA,0.75,0.48,0,0.48,0,0.3,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.42,0,0.11,0,NA,0.75,NA,0.75,NA,0.55,0.88,0,0.58,0,NA,0.07,NA,0.08,NA,0.75,NA,0.65,NA,0.75,NA,0.75,0.92,0,1.03,0,NA,0.75,NA,0.75,NA,0.75,1.97,0,NA,0.75,NA,0.06,0.93,0,0.08,0,NA,0,NA,0,0.32,0,0.29,0,0.08,0.07,1.24,0,0.08,0.08,0.08,0.05,NA,0.06,NA,0,0.49,0.06,3.3,0,NA,0.5,0.47,0,0.2,0,0.24,0,0.77,0,2.63,0,NA,0.75,0.58,0,0.14,0,0.18,0,NA,0.74,0.1,0,NA,0.06,0.15,0,NA,0.08,0.86,0,NA,0,0.28,0,NA,0.07,0.32,0,0.24,0,0.13,0,NA,0.06,0.11,0,1,0,NA,0.06,0.75,0,NA,0.07,0.1,0,NA,0.07,NA,0.07,NA,0.06,0.42,0,0.33,0,NA,0.75,0.24,0,NA,0.06,0.14,0,NA,0,0.19,0,0.56,0,27,0,NA,0.33,0.4,0.33,NA,0.48,NA,5.7,NA,0.31,1.57,0,NA,0.32,NA,0.41,NA,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,23,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,42,4,NA,6.4,NA,2.7,1256,5.2,32,2.8,NA,3,NA,0,NA,5.8,14,4.8,NA,0,13,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,4.8,4.7,5.9,5.7,14,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,7.5,2.1
4,59692,SB3-174,POT,Ovary,2.5,0.1088,43.13,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,NA,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,0.08,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,0.18,0.14,1.5,0,0.17,0.08,0.19,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,0.96,0,NA,0.7,1,0,NA,0.07,NA,1.5,0.1,0.08,NA,0.15,0.51,0,NA,0.09,NA,0.08,0.08,0.07,NA,0.75,0.86,0,1.11,0,0.79,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.64,0,0.16,0,NA,0.75,NA,0.75,NA,0.55,1.5,0,1,0,NA,0.07,NA,0.08,NA,0.75,NA,0.65,NA,0.75,NA,0.75,1.17,0,1.36,0,NA,0.75,NA,0.75,NA,0.75,2.42,0,NA,0.75,NA,0.06,1.2,0,0.12,0,NA,0,NA,0,0.42,0,0.34,0,0.09,0.07,1.55,0,0.09,0.08,0.13,0.05,NA,0.06,NA,0,0.77,0.06,4.6,0,NA,0.5,0.6,0,0.23,0,0.27,0,1.29,0,3.5,0,NA,0.75,0.85,0,0.27,0,0.33,0,NA,0.74,0.15,0,NA,0.06,0.25,0,NA,0.08,1.66,0,NA,0,0.54,0,0.09,0.07,0.54,0,0.43,0,0.24,0,NA,0.06,0.2,0,2.2,0,0.08,0.06,1.2,0,NA,0.07,0.14,0,NA,0.07,NA,0.07,NA,0.06,0.69,0,0.63,0,NA,0.75,0.48,0,NA,0.06,0.2,0,NA,0,0.36,0,0.62,0,43,0,NA,0.33,0.48,0.33,NA,0.48,NA,5.7,NA,0.31,5.73,0,NA,0.32,NA,0.41,8.5,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,22,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,442,4,NA,6.4,NA,2.7,373,5.2,46,2.8,NA,3,NA,0,8.3,5.8,13,4.8,NA,0,5.6,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,7.9,5.7,13,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,21,2.1
5,59693,SB3-177,POT,Ovary,2.53,0.1344,75.69,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,NA,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,0.19,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,0.14,0.14,0.89,0,0.1,0.08,0.12,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,0.84,0,NA,0.7,0.84,0,NA,0.07,NA,1.5,0.08,0.08,NA,0.15,0.46,0,NA,0.09,NA,0.08,0.08,0.07,NA,0.75,0.89,0,1.1,0,0.7,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.73,0,0.2,0,NA,0.75,NA,0.75,NA,0.55,1.9,0,1.3,0,NA,0.07,0.1,0.08,NA,0.75,NA,0.65,NA,0.75,NA,0.75,1.18,0,2.43,0,NA,0.75,NA,0.75,1.11,0.75,4.88,0,NA,0.75,NA,0.06,2.49,0,0.15,0,NA,0,NA,0,0.97,0,0.84,0,0.2,0.07,3.44,0,0.21,0.08,0.33,0.05,NA,0.06,NA,0,1.75,0.06,9.2,0,NA,0.5,1.46,0,0.54,0,0.68,0,2.76,0,7.12,0,NA,0.75,1.69,0,0.53,0,0.66,0,NA,0.74,0.34,0,0.13,0.06,0.55,0,0.1,0.08,2.93,0,NA,0,1.14,0,0.21,0.07,1.2,0,0.91,0,0.49,0,NA,0.06,0.42,0,4.3,0,0.16,0.06,2.3,0,0.12,0.07,0.24,0,0.12,0.07,NA,0.07,0.07,0.06,1,0,1,0,NA,0.75,0.85,0,0.07,0.06,0.28,0,NA,0,0.56,0,0.92,0,76,0,NA,0.33,0.98,0.33,NA,0.48,NA,5.7,NA,0.31,5.43,0,NA,0.32,NA,0.41,5.8,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,11,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,87,4,NA,6.4,NA,2.7,82,5.2,35,2.8,NA,3,NA,0,NA,5.8,NA,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,8.6,5.7,7.6,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,NA,2.1
6,59694,SB3-179,POT,Ovary,2.5,0.132,41.87,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,0.03,0.02,0.31,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,0.16,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,NA,0.14,1.4,0,0.2,0.08,0.19,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,0.92,0,NA,0.7,1.07,0,NA,0.07,NA,1.5,0.09,0.08,NA,0.15,0.53,0,NA,0.09,NA,0.08,0.09,0.07,NA,0.75,0.97,0,1.3,0,0.87,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.73,0,0.2,0,NA,0.75,NA,0.75,NA,0.55,1.8,0,1.2,0,0.08,0.07,0.09,0.08,NA,0.75,NA,0.65,NA,0.75,0.79,0.75,1.28,0,1.43,0,NA,0.75,NA,0.75,NA,0.75,2.53,0,NA,0.75,NA,0.06,1.24,0,0.14,0,NA,0,NA,0,0.25,0,0.35,0,NA,0.07,1.55,0,0.09,0.08,NA,0.05,NA,0.06,NA,0,NA,0.06,4.4,0,NA,0.5,0.58,0,0.21,0,0.25,0,1.19,0,3.11,0,NA,0.75,0.79,0,0.24,0,0.27,0,NA,0.74,0.12,0,NA,0.06,0.2,0,NA,0.08,1.21,0,NA,0,0.41,0,0.08,0.07,0.47,0,0.35,0,0.18,0,NA,0.06,0.17,0,2,0,0.08,0.06,0.98,0,0.08,0.07,0.09,0,NA,0.07,NA,0.07,NA,0.06,0.52,0,0.47,0,NA,0.75,0.43,0,NA,0.06,0.17,0,NA,0,0.29,0,0.65,0,42,0,NA,0.33,0.43,0.33,NA,0.48,NA,5.7,NA,0.31,4.66,0,NA,0.32,NA,0.41,6.2,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,8.3,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,497,4,NA,6.4,NA,2.7,37,5.2,35,2.8,NA,3,NA,0,NA,5.8,NA,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,7.3,5.7,6.7,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,3.9,2.1
7,59695,SB3-180,POT,Ovary,2.52,0.1095,54.45,0,NA,0.08,NA,0.87,NA,0.15,0.16,0.09,NA,0.02,NA,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,0.25,0.08,NA,0.65,NA,0.13,NA,0.73,0.07,0.06,NA,0.06,NA,0.07,NA,0.14,1.8,0,0.2,0.08,0.27,0,NA,0.06,0.07,0.06,NA,0.06,0.08,0.07,NA,0.07,NA,0.08,NA,0.07,1.1,0,NA,0.7,1.19,0,NA,0.07,NA,1.5,0.11,0.08,0.16,0.15,0.57,0,NA,0.09,NA,0.08,0.08,0.07,NA,0.75,0.96,0,1.1,0,0.6,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.79,0,0.21,0,NA,0.75,NA,0.75,NA,0.55,1.6,0,1.3,0,NA,0.07,0.09,0.08,NA,0.75,NA,0.65,NA,0.75,NA,0.75,1.11,0,1.58,0,NA,0.75,NA,0.75,NA,0.75,2.73,0,NA,0.75,NA,0.06,1.23,0,0.15,0,NA,0,NA,0,0.41,0,0.49,0,NA,0.07,1.96,0,0.11,0.08,NA,0.05,NA,0.06,NA,0,NA,0.06,6.6,0,NA,0.5,0.6,0,0.2,0,0.3,0,1.4,0,4.03,0,NA,0.75,0.9,0,0.22,0,0.32,0,NA,0.74,0.31,0,0.07,0.06,0.48,0,NA,0.08,2.43,0,NA,0,1.07,0,0.1,0.07,0.59,0,0.49,0,0.48,0,NA,0.06,0.3,0,3.6,0,NA,0.06,1.7,0,0.09,0.07,0.35,0,0.15,0.07,NA,0.07,NA,0.06,1.1,0,1.2,0,NA,0.75,0.95,0,NA,0.06,0.31,0,NA,0,0.65,0,0.93,0,54,0,NA,0.33,0.85,0.33,NA,0.48,NA,5.7,NA,0.31,3.31,0,NA,0.32,NA,0.41,NA,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,NA,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,71,4,NA,6.4,NA,2.7,319,5.2,35,2.8,NA,3,NA,0,NA,5.8,NA,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,NA,5.7,NA,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,NA,2.1
9,59696-Rep B,SB3-183,POT,Ovary,2.51,0.1283,43.11,0,NA,0.08,NA,0.87,NA,0.15,NA,0.09,NA,0.02,0.56,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,NA,0.08,NA,0.65,NA,0.13,NA,0.73,NA,0.06,NA,0.06,NA,0.07,NA,0.14,0.59,0,0.19,0.08,0.07,0,NA,0.06,NA,0.06,NA,0.06,NA,0.07,NA,0.07,NA,0.08,NA,0.07,0.42,0,NA,0.7,0.32,0,NA,0.07,NA,1.5,NA,0.08,NA,0.15,0.19,0,NA,0.09,NA,0.08,NA,0.07,NA,0.75,0.68,0,0.44,0,0.33,0,NA,0.07,NA,0.08,NA,0.07,NA,0.07,0.7,0,0.16,0,NA,0.75,NA,0.75,NA,0.55,1.7,0,1.3,0,NA,0.07,NA,0.08,NA,0.75,NA,0.65,NA,0.75,0.77,0.75,1.27,0,1.53,0,NA,0.75,NA,0.75,NA,0.75,2.61,0,NA,0.75,NA,0.06,1.32,0,0.19,0,NA,0,NA,0,0.26,0,0.37,0,NA,0.07,1.64,0,0.11,0.08,NA,0.05,NA,0.06,NA,0,NA,0.06,5.7,0,NA,0.5,0.65,0,0.32,0,0.24,0,1.51,0,4.39,0,NA,0.75,1.09,0,0.29,0,0.49,0,NA,0.74,0.16,0,NA,0.06,0.25,0,NA,0.08,1.52,0,NA,0,0.43,0,0.09,0.07,0.51,0,0.39,0,0.22,0,NA,0.06,0.22,0,2.4,0,NA,0.06,1.2,0,0.08,0.07,0.17,0,NA,0.07,NA,0.07,NA,0.06,0.66,0,0.57,0,NA,0.75,0.53,0,NA,0.06,0.19,0,NA,0,0.41,0,0.71,0,43,0,NA,0.33,0.63,0.33,NA,0.48,NA,5.7,NA,0.31,3.08,0,NA,0.32,NA,0.41,5.8,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,18,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,NA,2.1,806,4,NA,6.4,NA,2.7,201,5.2,106,2.8,NA,3,NA,0,8.1,5.8,16,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,NA,5.7,7.4,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,17,2.1
11,59697,SB3-184,POT,Ovary,2.49,0.1092,224.64,0,NA,0.08,NA,0.87,NA,0.15,0.15,0.09,NA,0.02,1,0.05,NA,1.2,NA,0,NA,0.06,NA,0.63,NA,0.63,NA,0.37,1.12,0.08,NA,0.65,NA,0.13,NA,0.73,0.39,0.06,0.23,0.06,0.13,0.07,3.3,0.14,35.2,0,3.65,0.08,3.86,0,NA,0.06,0.6,0.06,0.19,0.06,0.38,0.07,NA,0.07,NA,0.08,NA,0.07,23,0,NA,0.7,31,0,NA,0.07,5.8,1.5,1.9,0.08,3.1,0.15,7.1,0,1.1,0.09,0.82,0.08,1.18,0.07,6.4,0.75,6.3,0,7.2,0,3.2,0,NA,0.07,0.14,0.08,0.08,0.07,0.42,0.07,3.9,0,1.3,0,NA,0.75,NA,0.75,NA,0.55,2.9,0,1.9,0,NA,0.07,0.17,0.08,0.94,0.75,NA,0.65,NA,0.75,1.09,0.75,1.48,0,2.68,0,0.77,0.75,NA,0.75,NA,0.75,5.47,0,NA,0.75,NA,0.06,2.96,0,0.17,0,NA,0,NA,0,0.85,0,0.73,0,0.19,0.07,3.2,0,0.2,0.08,NA,0.05,NA,0.06,NA,0,1.53,0.06,8.4,0,NA,0.5,1.22,0,0.51,0,0.6,0,2.54,0,7,0,NA,0.75,1.83,0,0.55,0,0.66,0,NA,0.74,0.34,0,0.12,0.06,0.48,0,0.08,0.08,2.76,0,NA,0,0.97,0,0.18,0.07,1,0,0.79,0,0.41,0,NA,0.06,0.37,0,3.8,0,0.17,0.06,2.2,0,0.17,0.07,0.24,0,0.11,0.07,NA,0.07,0.07,0.06,1.2,0,1.1,0,NA,0.75,0.91,0,NA,0.06,0.4,0,NA,0,0.79,0,1.3,0,225,0,NA,0.33,0.57,0.33,NA,0.48,NA,5.7,NA,0.31,5.58,0,NA,0.32,NA,0.41,7,5.7,NA,5.2,NA,5,NA,4.6,NA,2.1,NA,2.1,NA,6.8,NA,2.1,NA,2.1,18,4.6,NA,7,NA,5.5,NA,2.1,NA,7.4,NA,7,NA,4.3,NA,4,3.2,2.1,689,4,NA,6.4,NA,2.7,233,5.2,74,2.8,NA,3,NA,0,11,5.8,27,4.8,NA,0,NA,4.2,NA,2.1,NA,0,NA,6.7,NA,0,NA,4.6,NA,4.7,6,5.7,NA,6.1,NA,2.1,NA,5.1,NA,1.6,NA,5.4,NA,0,NA,0,19,2.1
