"","Site","Tissue","PCT.AG","ag.logit.z","PCT.DEV","dev.logit.z","BMP","BMP.z","Observation","Total_PCB","Pentachlorobenzene","Hexachlorobenzene","Heptachlor","Octachlorostyrene","o,p'-DDE","p,p'-DDE","o,p'-DDT","Mirex","Galaxolide","Tonalide","Bromacil","Carbazole","Chlorpyrifos","Diazinon","Prometon","Diethyl phthalate","Diethylhexylphthalate (DEHP)","Tributyl phosphate (TBP)","Tris(2-chloroethyl)phosphate (TCEP)","Triphenyl phosphate (TPP)","1-methyl naphthalene","2,6-dimethyl naphthalene","2-methyl naphthalene","Anthracene","Fluoranthene","Naphthalene","Phenanthrene","Pyrene","Acetophenone","Anthraquinone","Benzophenone","Caffeine","Camphor","Cotinine","Ethyl citrate","Indole","Isophorone","Menthol","Methyl salicylate","Methyl Triclosan","N,N-diethyltoluamide (DEET)","p-Octylphenol","Traseolide","d-limonene","triethyl citrate"
"90","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,90,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"91","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,91,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"92","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,92,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"93","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,93,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"94","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,94,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"95","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,95,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"96","CHIL","Ovary",0.1742808799,-0.252183006958253,0.06651047768,-0.698531499163696,0.002648,-0.531339937337599,96,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"127","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,127,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"128","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,128,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,129,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,130,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,131,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,132,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,133,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,134,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,135,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","WBM","Ovary",0.2031134173,-0.132039662054495,0.100074129,-0.280102395140961,0.002764,-0.445227833560147,136,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,137,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,138,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,139,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"140","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,140,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"141","ANT","Ovary",0.6362811791,1.09475596588008,0.2142101285,0.562706636718995,0.00296,-0.299728072005141,141,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"142","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,142,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"143","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,143,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"144","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,144,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"145","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,145,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"146","PC","Ovary",0.03915592028,-1.29967098358498,0.03798358734,-1.25338066362992,0.001089,-1.68865691827767,146,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"147","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,147,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"148","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,148,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"149","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,149,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"150","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,150,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"151","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,151,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"152","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,152,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"153","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,153,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"154","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,154,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"155","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,155,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"156","BE","Ovary",0.09188749209,-0.720440462850346,0.3779506195,1.31604046141245,0.004665,0.965971384378968,156,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"177","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,177,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"178","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,178,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"179","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,179,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"180","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,180,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"181","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,181,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"182","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,182,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"183","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,183,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"184","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,184,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"185","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,185,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"186","POT","Ovary",0.7435008666,1.41637950075991,0.0719237435,-0.619518112308489,0.005436,1.53831993621014,186,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
